content,score,sentiment
"di Tembalang, tiap habis upload video, promonya menarik, tapi pas dipakai malah gagal? feed isinya nggak relevan, kelihatan belum dites serius. Di kolom komentar, komentar penting tenggelam. Setelah dicoba 120 klik, seller kecil jadi ikut nanggung risiko.",1,negative
"aku bandingin sama minggu lalu, halamaan pesanannya lebih rapi, jadi lebih sering kepakai buat versi sekarang sudah oke!? (Poco X3, Android 12)",4,positive
"sebagai pengelola katalog kecil, di jaringan wifi rumah, upload video lebih stabil, link produk tidak hilang, pengalaman belajna jadi lebih enak? (Tecno Spark, Android 13) versi v29.5.5 via wifi rumah",4,positive
"sebagai pembeli flash sale, gw pakai hampir tiap hari, tampilannya oke, sayangnya bug-nya sering muncul. login minta verifikasi berulang, support-nya kurang menolong? via Indihome cc pembeli",3,negative
"di Rajabasa, observasi pribadi: buat jualan kecil-kecilan aku pake. Awalnya aku ragu buat cek harga barang, tapi dashboard seller lebih kebaca. aku bisa rekomendasiin ke temen. #livestream",4,positive
"adik gue sering buka app ini, masih ada lag kecil, tapi nggak sampai merusak pengalaman, upload video lebih stabil. ini update yang kerasa manfaatnya!! Setelah dicoba 1.1 GB cache, akhirnya terasa seperti fitur yang selesai. Device: Redmi Note 11, jaringan XL.",5,positive
"sebagai pemilik thrift shop, pas mobile data dipakai, fitur editornya bagus, cuma crash bikin hilang mood. draft video kadang lenyap, buat jualan malah bikin panik!! Masalahnya kerasa pas handle warna pastel tablet bekas. Di halaman draft, filter ukuran produk error.",2,negative
"kalau dipakai pas jam ramai, promonya menarik, tapi pas dipakai malah gagal. live sring patah-patah, ini bug kecil tapi efeknya besar. (iPad lama, Android 11) Di halaman checkout, angka klik produk kosong. #uploadgagal",1,negative
"Buat follow kreator edukasi, algoritma rekomendasi terasa random. produk keyboard murah jadi susah diproses, rasanya performa makin berat... Masalahnya kerasa pas handle anti ribet lanyard kampus. Di menu insight, catatan pesanan hilang. Device: Redmi 12C, jaringan 5G. fix kepakai",1,negative
"sebagai seller pemula aku ngerasain, kontennya banyak, tapi rekomendasinya makin jauh. video jadi buram setelah diupload, pengalaman pakainya turun jauh? haha di BandungMasalahnya kerasa pas handle ready-stock bantal leher. Device: Tecno Spark, jaringan Telkomsel.",2,negative
"sebagai seller mainan anak, terima kasih udah bikin seller panik pagi-pagi, aplikasi boros baterai. lama-lama bikin malas buka aplikasinya!! Masalahnya kerasa pas handle premium lip tint. Setelah dicoba 20 menit, susah percaya kalau order lagi ramai. #sellerpanik",1,negative
"sebagai pembuat konten kampus, lebih enak daripada app toko sebelah, hasil search hashtag lebih tepat, jadi lebih sering kepakai... cc moderator Cocok juga buat handle quick order mainan sensorik. Di editor video, audio tidak geser setelah export.",5,positive
"sebagai kreator resep singkat, Aku bandingin sama minggu lalu, tab inbox lama kebuka, kelihatan belum dites serius please fix basic flow dulu.",2,negative
"habis login ulang, tombol checkout suka freeze, musik hilang setelah draft dibuka, capek sendiri nuglang dari awal! lah Di fitur search, link produk lepas dari video. agak zonk",2,negative
"habis login ulang, di hp kentang agak berat, tapi masih bisa dipakai, kualitas video tetap tajam. hasilnya konsisten di hpku. (iPhone 11, iOS 15)",5,positive
"Buat bikin konten musik, kualitas video tetap tajam. keyboard murah lebih gampang dikelola, aku bisa rekomendasiin ke temen! (realme 8, iOS 15) Cocok juga buat handle clearance rak kosmetik. Di fitur stitch, insight penonton dibagi per jam. Setelah dicoba 1 jam, cukup aman buat dipakai pas campaign kecil. Device: Samsung A05s, jaringan Indosat. gaskeun",3,positive
"sebagai pengelola katalog kecil, pas checkout barang murah, notifikasi kadang dobel, tapi order tetap masuk, voucher akhirnya kebaca. nggak sempurna tapi arahnya bagus!!",4,positive
"sebagai kurir yang cek order, pas lagi nunggu bus aku buka, komentar gagal terkirim, konten stuck di processing, pengalaman pakainya turun jauh. versi v29.2.7 cc seller Masalahnya kerasa pas handle flash-sale rice cooker mini. Di live control room, varian warna balik sendiri.",2,negative
"feedback kecil: habis login ulang. Awalnya aku ragu buat jualan skincare, tapi sinkronisasi kontaknya cepat. fiturnya sederhana tapi kepakai.",4,positive
"buat konten random sore-sore, kontennya banyak, tapi rekomendasinya makin jauh. feed isinya nggak relevan, pengalaman pakainya turun jauh. Di pencarian hashtag, jadwal posting lompat tanggal. Setelah dicoba 15 order, flow-nya putus di bagian paling penting. Device: realme 8, jaringan Indosat.",2,negative
"di Kuta, update paling seru: login ulang tiap beberapa menit, tombol checkout suka freeze. ini bug kecil tapi efeknya besar. Masalahnya kerasa pas handle anti ribet serum niacinamide.",1,negative
"pengalaman singkat: waktu nyari resep singkat. Awalnya aku ragu buat lihat traffic toko, tapi tracking paket kelihatan jelas. cukup reliable untuk kerja ringan. di Denpasar #promolancar",5,positive
"setelah cache dibersihin, saldo promosi nggak keupdate, feelnya painful. aku tunggu update perbaikan!! #livestream Masalahnya kerasa pas handle premium totebag kanvas. Di fitur search, iklan toko susah dipause.",2,negative
"update kali ini malah mundur, fitur duet delay parah, ini bikin workflow jadi kacau. #seller (iPhone 13, Android 10) Masalahnya kerasa pas handle premium kipas portable. Di tab Shop, jadwal posting lompat tanggal. Device: OPPO Reno 8T, jaringan Telkomsel.",1,negative
"buat jualan aksesoris hp, tombol promosinya gampang ditemukan. parfum lokal lebih gampng dikelola, overall cukup worth it? di Bekasi Cocok juga buat handle paket hemat sling bag. Di inbox pembeli, preview ongkir muncul lebih awal. Device: Redmi Note 11, jaringan Tri. #kontenharian",4,positive
"buat balas komentar pembeli, video jadi buram setelah diupload. produk mic clip on jadi susah diproses, belum layak disebut stabil. (Redmi Note 11, iOS 17) Masalahnya kerasa pas handle paket hemat bantal leher. enak juga",1,negative
"di Dago, observasi pribadi: di jaringan wifi rumah. Awalnya aku ragu buat cari rekomendasi skincare, tapi checkout terasa lebih singkat. cukup aman buat dipakai rutin? Di komentar live, arsip chat gampang dicari.",4,positive
"sebagai kreator resep singkat, aku install lagi kemarin, cache numpuk cepat banget, feelnya buggy. kalau begini seller kecil susah. bjir",2,negative
"kalau buat scroll santai, notifikasi order masuk cepat, buat kebutuhan harian ini sudah nyaman nggak semua orang mungkin ngalamin. cc seller Cocok juga buat handle lokal sling bag. Di halaman voucher, link prodk tetap nempel di video. Setelah dicoba 1 jam, cukup aman buat dipakai pas campaign kecil. #kontenharian",4,positive
"di hp lama masih aku tes, caption otomatis ngawur, cukup ganggu buat pemakaian harian mohon dicek serius! Masalahnya kerasa pas handle limited lanyard kampus. Di menu insight, link produk lepas dari video. #voucherzonk",2,negative
"hasilnya lebih rapi dibanding bulan lalu, analytics kreator cukup jelas, nggak sempurna tapi arahnya bagus! Di halaman draft, angka klik produk muncul jelas.",3,positive
"di mode hemat baterai, notifikasi kadang dobel, tapi order tetap masuk, analytics kreator cukup jelas. buat seller kecil ini ngebantu!",4,positive
"Buat jualan hijab, komentar gagal terkirim. produk case hp jadi susah diproses, belum layak disebut stabil. Masalahnya kerasa pas handle grosir lip tint. Di for you page, komentar penting tenggelam. Setelah dicoba jam 11 malam, kesannya testing di device bagus doang.",2,negative
"aku install lagi kemarin, halaman seller center berat, musik hilang setelah draft dibuka, rasanya seperti dipaksa jadi beta tester... kok Di riwayat transaksi, jadwal posting lompat tanggal. Setelah dicoba 27 persen baterai,kesannya testing di device bagus doang.",1,negative
"sebagai kreator edukasi kecil, dari sisi penonton biasa, hasil search hashtag lebih tepat, arsip live mudah dibuka, buat seller kecil ini ngebantu. #livestream Cocok juga buat handle student hoodie fleece. Di tab Shop, varian warna tidak tertukar. Device: iPhone 15, jaringan Indihome.",5,positive
"sebagai seller aksesoris rumahan, gw pkai hampir tiap hari, feed isinya nggak relevan, komentar normal dianggap spam, lama-lama bikin malas buka aplikasinya. Setelah dicoba 3 voucher, rasanya kayak tambal sulam. #crashlagi",1,negative
"di Ujungberung, masalahnya lebih parah dibanding bulan lalu, support balasnya template semua, buat jualan malah bikin panik. Masalahnya kerasa pas handle ready-stock inner ninja. Di live control room, template balasan customer terkirim mentah.",1,negative
"versi lama justru lebih nyaman, checkkout muter terus, support-nya kurang menolong!! #checkout Masalahnya kerasa pas handle hitam doff sling bag. Di riwayat transaksi, arsip chat susah dicari. Setelah dicoba 20 menit, bikin mikir dua kali buat top up campaign. enak juga",2,negative
"sebagai kreator edukasi kecil, di hp lama masih aku tes, dashboard seller lebih kebaca, overall cukup worth it semoga tim dev baca. #promo via Biznet Cocok juga buat handle eceran tablet bekas. Di editor video, template balasan customer bisa diedit. Device: Poco M4 Pro, jaringan Indihome.",4,positive
"sebagai pemilik thrift shop, di hp lama masih aku tes, sekali dua kali error, namun setelah restart normal lagi, filter komentar gampang diatur. bwt seller kecil ini ngebantu! sih Cocok juga buat handle quick order tripod meja. Di pusat bantuan, jadwal posting tidak lompat tanggal. Device: Redmi Note 12 Pro, jaringan wifi rumah. fix uninstall dulu",4,positive
"sebagai kurir yang cek order, di Mulyorejo, pas lagi bikin konten tugas, support ramah, tapi jawabannya nggak menyelesaikan masalah. search barang suka nyasar, lama-lama bikin malas buka aplikasinya! #promo (Samsung A12, Android 13) Masalahnya kerasa pas handle anti ribet helm anak. Di tab Shop, laporan retur gagal diunduh. Setelah dicoba 4 kali, flow-nya putus di bagian paling penting.",2,negative
"sebagai pengguna hp mid-range, pas lagi nunggu bus aku buka, fitur duet delay parah, feelnya buggy. jangan cuma tambah fitur baru. (vivo Y21, Android 10) Masalahnya kerasa pas handle paket hemat serum niacinamide.",1,negative
"sebagai penonton live random, di Pancoran, pas checkout barang murah, mode dark-nya nyaman, buat kebutuhan harian ini sudah nyaman semoga tim dev baca. #livestream Cocok juga buat handle restock sarung tangan motor.",5,positive
"di Denpasar Barat, buat cari rekomendasi skincare, cache numpuk cepat bngt. produk baju bayi jadi susah diproses, tolong dibenerin dulu sebelum nambah fitur? Di fitur duet, arsip chat susah dicari.",1,negative
"tes ringan: setelah update terakhir aku cek lagi. Aku cuma mau jualan hijab, tapi cache numpuk cepat bnget. pengalaman pakainya turun jauh? #update Di creator tools, kupon toko gagal terpasang.",1,negative
"buat bikin konten musik, checkout terasa lebih singkat. mic clip on lebih gampang dikelola, jadi lebih sering kepakai!! Cocok juga buat handle flash-sale kabel type-c.",5,positive
"sebagai orang yang cuma scroll malam, waktu nyari resep singkat, upload video lebih stabil, feelnya helpful. masih bisa ditingkatkan? ngl Cocok juga buat handle paket trial parfum roll-on. Device: Redmi 9A, jaringan 5G.",4,positive
"di Medan Johor, pas checkout barang murah, live chat customer responsif, buat kebutuhan harian ini sudah nyaman buat versi sekarang sudah oke... Setelah dicoba 1.1 GB cache, flow-nya nyambung dari awal sampai akhir. Device: Infinix Note 30, jaringan Telkomsel.",5,positive
"di jaringan wifi rumah, ada typo di caption auto, tapi gampang diedit manual, dashboard seller lebih kebaca. rasanya lebih matang dari versi sebelumnya... versi v31.1.7 Cocok juga buat handle bundling powerbank slim. Di order detail, thumbnail tersimpan tanpa pecah. Setelah dicoba 4 kali, flow-nya nyambung dari awal sampai akhir. #checkoutcepat",4,positive
"setelah reinstall aplikasi, dashboard seller lebih kebaca, feelnya good enough. untuk kebutuhan kecil cukup.",5,positive
"di jaringan wifi rumah, checkout gampang kalau berhasil, masalahnya sering nggak berhasil. feed isinya nggak relevan, aku uninstall dulu sementara. Masalahnya kerasa pas handle premium rice cooker mini. Di pusat bantuan, preview ongkir beda saat bayar. Device: Redmi Note 10, jaringan Indihome.",1,negative
"di Mariso, di akun kedua aku coba juga, fitur balas komentar pakai video enak, feelnya nice improvement. nggak semua orang mungkin ngalamin. Di halaman laporan, kupon toko otomatis terpasang. not bad",4,positive
"keren, draft hilang pas mau upload, fitur duet delay parah. terlalu riskan buat order penting.",2,negative
"sebagai ibu rumah tangga yang sering checkout, di Ujungberung, Setelah update terakhir aku cek lagi, cache numpuk cepat banget, capek sendiri ngulang dari awal capek report berkali-kali. (vivo Y21, iOS 15) Di tab Shop, angka klik produk kosong.",1,negative
"kesan pertama: di hp lama masih aku tes. Awalnya aku ragu buat cek harga barang, tapi analytics kretaor cukup jelas. ini salah satu update yang benar. #checkout Device: Advan lokal, jarngan XL.",5,positive
"sebagai selelr hijab rumahan, di Banyumanik, worth it buat seller kecil Cocok juga buat handle daily botol minum.",4,positive
"di mode hemat baterai, support balasnya template semua, belum layak disebut stabil kalau perlu rollback aja dulu? Masalahnya kerasa pas handle COD totebag kanvas. Di menu insight, live replay berhenti di menit awal. Setelah dicoba tanggal kembar, rasanya kayak tambal sulam. Device: Samsung A32, jaringan Indihome.",3,negative
"dari sisi penonton biasa, fitur simpan favorit praktis, rasanya lebih matang dari versi sebelumnya untuk kebutuhan kecil cukup. sih versi v29.6.0 Setelah dicoba 2 jam, nggak perlu buka browser tambahan. Device: OPPO A78, jaringan Smartfren. #fiturkepakai",5,positive
"bagus banget ya, checkout aja sampai tiga kali gagal, algoritma rekomendasi terasa random. lama-lama bikin malas buka aplikasinya. btw Masalahnya kerasa pas handle stok akhir kaos polos. Setelah dicoba 15 order, kesannya testing di device bagus doang.",2,negative
"buat mencatat ide konten, live sering patah-patah. produk kabel charger jadi susah diproses, support-nya kurang menolong. Masalahnya kerasa pas handle bundling skincare pouch. Di menu insight, link produk lepas dari video.",1,negative
"sebagai kurir yang cek order, di Tebet, seller center berat cc kurir Setelah dicoba 5 menit, rasanya kayak tambal sulam. Device: Infinix Zero 5G, jaringan XL.",2,negative
"sebagai admin live shopping, wah stabil sekali, lima menit langsung crash, cache numpuk cepat bgt. capek sendiri ngulang dari awal? #tiktokshop Masalahnya kerasa pas handle new arrival dompet kartu. Di filter spam, kupon toko gagal terpasang. Device: Redmi Note 10, jaringan Indosat. aneh bet",2,negative
"di Sentul, setelah reinstall aplikasi, ada bagian yang membaik, tapi masalah utamanya belum selesai. voucher tiba-tiba hilang, lama-lama bikin malas buka aplikasinya? Masalahnya kerasa pas handle favorit customer cat air. Di menu notifikasi, template balasan customer terkirim mentah. Device: vivo Y36, jaringan Indihome. #uploadgagal",2,negative
"setelah cache dibersihin, fitur simpan favorit praktis, rasanya lebih matang dari versi sebelumnya masih bisa ditingkatkan. (vivo Y21, iOS 17)",4,positive
"kesan pertama: gue coba selama seminggu. Awalnya aku ragu buat cari rekomendasi skincare, tapi halaman pesanannya lebih rapi. buat seller kecil ini ngebantu. (vivo V25, Android 11) Cocok juga buat handle basic sticker pack. Device: realme Narzo 50, jaringan XL. capee",5,positive
"di Banjarbaru, buat cari tutorial edit video, filter komentar gampang diatur. hoodie lokal lebih gampang dikelola, aku lumayan puas? #update versi v32.1.7 Cocok juga buat handle daily adapter hdmi. Di fitur duet, link produk tetap nempel di video.",4,positive
"habis login ulang, kadang loading sebentar, tapi hasil akhirnya oke, filter komentar gampang diatur! workflow konten jadi lebih cepat? Di halaman draft, audio tidak geser setelah export. Setelah dicoba jam 6 pagi, lebih sedikit klik daripadasebelumnya. Device: realme Narzo 50, jaringan wifi kos.",5,positive
"buat lihat live diskon, video jadi buram setelah diupload. produk skincare travel size jadi susah diproses, lama-lama bikin malas buka aplikasinya? Masalahnya kerasa pas handle new arrival botol minum. Di live control room, template balasan customer terkirim mentah. Setelah dicoba 3 hari, flow-nya putus di bagian paling penting. Device: Poco M4 Pro, jaringan Telkomsel.",1,negative
"sebagai kreator edukasi kecil, di Cikarang, buat cari review gadget, filter komentar gampang diatur. kabel charger lebih gampangdikelola, aku bisa rekomendasiin ke temen. Setelah dicoba 12 menit, aku nggak perlu tanya-tanya lagi. rada sus",4,positive
"buat bikin konten musik, aplikasi sering force close. produk keyboard murah jadi susah diproses, rasanya seperti dipaksa jadi beta tester. via hotspot teman",1,negative
"Review santai: tiap habis upload video. Aku cuma mau mencatat ide konten, tapi support balasnya template semua. tolong dibenerin dulu sebelum nambah fitur? (Redmi Note 11, iOS 15) Masalahnya kerasa pas hnadle hitam doff botol minum. Di pencarian hashtag, varian warna balik sendiri.",1,negative
"di jaringan wifi rumah, pessanan gagal kebaca, riwayat chat loncat sendiri, capek sendiri ngulang dari awal!! #checkout Di halaman refund, arsip chat susah dicari.",1,negative
"di hp lama masih aku tes, saldo promosi nggak keupdate, pesanan lama susah dicari, aku uninstall dulu sementara. via Smartfren Masalahnya kerasa pas handle custom totebag kanvas. Di halaman refund, kode referral invalid mendadak. #draftilang",1,negative
"tes ringan: adik gue sering buka app ini. Aku cuma mau lihat live diskon, tapi iklan kebanyakan muncul. lama-lama bikin malas buka aplikasinya! Setelah dicoba 20 menit, fitur pentingnya kalah sama animasi.",1,negative
"tes ringan: tiap habis upload video. Aku cuma mau lihat resep masakan, tapi support balasnya templatte semua. problemnya muncul terus meski sudah update... di Malang Masalahnya kerasa pas handle paket trial masker kain. Di riwayat transaksi, alamat pembeli kepotong di kecamatan. Setelah dicoba 8 produk, flow-nya putus di bagian paling penting. #sellerpanik",2,negative
"buat jualan mainan anak, pencarian barang makin relevan? sepatu sekolah lebih gampang dikelola, overall cukup worth it! imo Setelah dicoba 1.2k view, cukup manusiawi buat pengguna awam.",4,positive
"sebagai seller mainan anak, buat cari review barang, filter komentar gampang diatur, overall cukup worth it ini feedback jujur dari user biasa!!... versi v31.0.7 Cocok juga buat handle paket trial adapter hdmi. Di tab produk, preview ongkir muncul lebih awal. Setelah dicoba 3 voucher, cukup ramah buat hp pas-pasan.",4,positive
"sebagai kurir yang cek order, di Purwokerto, setelah reinstall aplikasi, fitur live seller membantu, feelnya user friendly. mungkin beda di hp lain. Cocok juga buat handle hitam doff helm anak. Di profil toko, iklan toko lebih mudah dipase. Device: Redmi 13C, jaringan Tri. #promolancar capee",5,positive
"sebagai content creator baru, di Tambun, kalau dipakai pas jam ramai, ada typo di caption auto, tapi gampang diedit manual, fitur jadwal posting kepakai. aku bisa rekomendasiin ke temen. #checkout Cocok juga buat handle murah baju bayi. Device: iPhone 13, jaringan Indosat.",5,positive
"gue coba selama seminggu, harga promo kadang berubah, tapi checkout tetap aman, hasil search hashtag lebih tepat. aku bisa rekomendasiin ke temen. Setelah dicoba 1 jam, cukup ramah buat hp pas-pasan.",5,positive
"sebagai content creator baru, di hp mid-range langsung ngos-ngosan, notifikasi telat masuk, belum layak disebut stabil. Masalahnya kerasa pas handle grosir sabun muka. Di halaman alamat, laporan retur gagal diunduh. Device: iPhone 15, jaringan 5G.",4,negative
"sebagai pemilik akun toko keluarga, di jaringan wifi rumah, dashboard seller lebih kebaca, feelnya good enough. ini feedback jujur dari user biasa... #update Setelah dicoba 4 kali, nggak bikin deg-degan pas dipakai. Device: iPhone XR, jaringan 4G.",5,positive
"aku install lagi kemarin, tampilannya oke, sayangnya bug-nya sering muncul. tab inbox lama kebuka, cukup mengecewakan buat app sebesar ini. versi v33.6.0 via 4G",1,negative
"versi kali ini terasa lebih ringan, caption otomatis lumayan rapi, cukup membantu buat pemula.",4,positive
"sebagai seller mainan anak, di Mariso, review santai: pas mobile data dipakai. Aku cuma mau bikin konten musik, tapi video jadi buram setelah diupload. nggak bisa diandalkan pas butuh cepat!! Masalahnya kerasa pas handle favorit customer kabel type-c. Di halaman laporan, audio mundur setelah export. #crashlagi bikin males",1,negative
"sebagai pencari review gadget, di Manado Timur, aku bandingin sama minggu lalu, upload video lebih stabil, aku lumayan puas aku bakal pantau update berikutnya? Cocok juga buat handle student hair tonic. Di fitur search, live replay tidak patah. cape",3,positive
"catatan kecil: habis login ulang. Awalnya aku ragu buat lihat live diskon, tapi pencarian barang makin relevan. workflow konten jadi lebih cepat. #creator Di menu affiliate, stok sisa langsung sinkron. Device: Samsung M14, jaringan Indihome.",4,positive
"kalau buat scroll santai, promonya menarik, tapi pas dipakai malah gagal. tombol checkout suka freeze, nggak bisa diandalkan pas butuh cepat? Di menu notifikasi, arsip chat susah dicari. #draftilang",1,negative
"di hp lama masih aku tes, promonya menarik, tapi pas dipakai malah gagal. checkout muter terus, belum layak disebut stabil! #livestream Di fitur duet, insight penonton telat sehari.",2,negative
"kesan pertama: pas mobile data dipakai. Aku cuma mau cek order harian, tapi support balasnya template semua. problemnya muncul terus meski sudah update. Masalahnya kerasa pas handle grosir buku jurnal. Di live control room, preview ongkir beda saat bayar. Device: Redmi 13C, jaringan Biznet.",2,negative
"laporan user: bwt jualan kecil-kecilan aku pakai. Aku cuma mau cek order harian, tapi video jadi buram setelah diupload. problemnya muncul terus meski sudah update! #fyp",1,negative
"di Pasar Minggu, laporan user: pas lagi bikin konten tugas. Aku cuma mau cek order harian, tapi live sering patah-patah. cukup ganggu buat pemakaian harian... Masalahnya kerasa pas handle grosir cover keyboard. Di filter spam, preview ongkir beda saat bayar. nggak ngide",2,negative
"pas lagi nunggu bus aku buka, ada bagian yang membaik, tapi masalah utamanya belum selesai. apk boros baterai, terlalu riskan buat order penting. Masalahnya kerasa pas handle restock sling bag. Di halaman checkout, link produk lepas dari video.",2,negative
"feedback kecil: di hp lama masih aku tes. Awalnya aku ragu buat promosi makanan rumahan, tapi rekomendasi kreator lokal makin bagus. hasilnya konsisten di hpku? via Biznet Cocok juga buat handle retsock dompet kartu. Setelah dicoba 2 jam, flow-nya nyambung dari awal sampai akhir.",4,positive
"buat konten random sore-sore, live-nya ramai, tapi kualitas streamingnya bikin pusing. draft video kadang lenyap, kelihatan belum dites serius. (iPhone 11, iOS 16)",2,negative
"sebagai pembeli flash sale, pas sinyal agak jelek aku tetap coba, cache numpuk cepat banget, transisi video paatah-patah, problemnya muncul terus meski sudah update... #update (realme 8, Android 11) Device: vivo Y22, jaringan wifi rumah.",3,negative
"sebagai orang yang cuma scroll malam, dari minggu lalu belum ada perbaikan, aplikasi boros baterai, tolong dibenerin dulu sebelum nambah fitur.",1,negative
"aku bandingin sama minggu lalu, analytics kreator cukup jelas, overall cukup worth it aku kasih nilai segini dulu! Di creator tools, kode referral tidak hilang. Device: OPPO A54, jaringan Smartfren.",4,positive
"buat lihat live seller lokal, ada bagian yang membaik, tapi masalah utamanya belum selesai. algoritma rekomendasi terasa random, capek sendiri ngulang dari awal!! #creator via hotspot teman Masalahnya kerasa pas handle budget parfum roll-on. Di halaman laporan, live replay berhenti di menit awal. Device: Tecno Spark, jaringan Indosat. #crashlagi",2,negative
"gw pakai hampir tiap hari, masih ada lag kecil, tapi nggak sampai merusak pengalaman, rekomendasi kreator lokal makin bagus. workflow konten jadi lebih cepat! cc support Di pusat bantuan, link produk tetap nempel di video.",5,positive
"Pas lagi nunggu bus aku buka, sebenarnya idenya bagus, tapi eksekusinya masih kasar. refund statusnya nggak jelas, support-nya kurang menolong... Di keranjang, komentar penting tnggelam.",2,negative
"sebagai seller mainan anak, di Sekupang, hebat, voucher muncul cuma buat pajangan, aplikasi boros baterai. rasanya seperti dipaksa jadi beta tester... Setelah dicoba 1 jam, UI-nya rapi tapi otaknya lambat. Device: Samsung S20 FE, jaringan wifi rumah.",1,negative
"lebih enak daripada app toko sebelah, upload video lebih stabil, hasilnya konsisten di hpku!! Cocok juga buat handle premium lampu belajar. Setelah dicoba 12 menit, cukup aman buat dipakai pas campaign kecil. Deviice: vivo V25, jaringan wifi kos.",5,positive
"di mode hemat baterai, checkout gampang kalau berhasil, masalahnya sering nggak berhasil. voucher tiba-tiba hilang, tolong dibenerin dulu sebelum nambah fitur!! Setelah dicoba 20 menit, bikin mikir dua kali buat top up campaign.",3,negative
"sebagai pengelola katalog kecil, di Ngaglik, observasi pribadi: pas checkout barang murah. Aku cuma mau bikin konten musik, tapi tab inbox lama kebuka. problemnya muncul terus meski sudah update. imo Masalahnya kerasa pas handle daily stand laptop. Device: OPPO Reno 6, jaringan Biznet.",2,negative
"buat jualan kecil-kecilan aku pakai, harga promo kadang berubah, tapi checkout tetap aman, notifikasi order masuk cepat. hasilnya konsistendi hpku. #reviewjujur Di halaman checkout, stok sisa langsung sinkron. Setelah dicoba 350 view, cukup ramah buat hp pas-pasan. Device: OPPO Reno 6, jaringan wifi rumah. #checkoutcepat",5,positive
"lebih enak daripada app toko sebelah, mode dark-nya nyaman, aku bisa rekomendasiin ke temen. Cocok juga buat handle travel powerbank slim. not bad",4,positive
"kalau buat scroll santai, kualitas video tetap tajam, nggak sempurna tapi arahnya bagus mungkin beda di hp lain! #seller (Samsung A52, iOS 17) Cocok juga buat handle basic ssd eksternal. Device: Samsung S21 FE, jaringan Smartfren. #fiturkepakai",5,positive
"sebagai pegawai shift malam, aku bandingin sama minggu lalu, feed isinya nggak relevan, feelnya broken flow. tolong jangan diabaikan? (iPhone 12, Android 13) versi v32.5.1 Masalahnya kerasa pas handle flash-sale skincare pouch. Di filter spam, komentar penting tenggelam. #checkoutmacet",1,negative
"buat konten random sore-sore, harga promo kadang berubah, tapi checkout tetap aman, export video nggak pecah!! overall cukup worth it!! Di pencarian hashtag, thumbnail tersimpan tanpa pecah.",5,positive
"sebagai orang yang sering pakai voucher, kesan pertama: setelah reinstall aplikasi. Awalnya aku ragu bwt promosi thrift shop, tapi login nggak ribet. buat seller kecil ini ngebantu... dong Cocok juga buat handle viral mainan sensorik.",5,positive
"crash terus via wifi kos Di profil toko, catatan pesanan hilang. Setelah dicoba 8 produk, fitur pentingnya kalah sama animasi. ngadi-ngadi",2,negative
"sebagai pembeli flash sale, buat cari review barang, checkout muter terus, ini bug kecil tapi efeknya besar sayang banget padahal potensinya ada. #livestream Masalahnya kerasa pas handle warna pastel lanyard kampus. Di riwayat transaksi, stok sisa tidak ikut sinkron.",2,negative
"sebagai mahasiswa yang jualan sampingan, di jaringan wifi rumah, kontennya banyak, tapi rekomendasinya makin jauh. keranjang belanja sering kosong sendiri, lama-lama bikin malas buka aplikasinya. Masalahnya kerasa pas handle rumahan helm anak. Di halaman draft, filter ukuran produk error. Setelah dicoba 27 persen baterai, seller kecil jadi ikut nanggung risiko. Device: Asus Zenfone, jaringan Tri. #buglama",1,negative
"laporan user: buat cari review barang. Aku cuma mau bikin konten musik, tapi pesanan gagal kebaca. support-nya kurng menolong... di Manado Di menu insight, angka klik produk kosong. Setelah dicoba 1 jam, fitur pentingnya kalah sama animasi. cape",4,negative
"di Rungkut, kalau buat scroll santai, tombol checkout suka freeze, nggak bisa diandalkan pas butuh cepat mungkin user lain juga kena. Masalahnya kerasa pas handleanti ribet mic clip-on.",2,negative
"buat cari review gadget, tombol checkout suka freeze. produk totebag jadi susah diproses, belum layak disebut stabil!! deh versi v32.6.5 enak juga",2,negative
"di Singaraja, di jaringan wifi rumah, iklan masih ada, tapi nggak terlalu agresif, live chat customer responsif. ini salah satu update yang benar. di Medan cc support Di halaman draft, vairan warna tidak tertukar. Setelah dicoba 1 jam, nggak perlu buka browser tambahan. #promolancar",5,positive
"sebagai orang yang sering pakai voucher, di BSD, adik gue sering buka app ini, notifikasi kadang dobel, tapi order tetap masuk, export video nggak pecah. nggak sempurna tapi arahnya bagus? via wifi kos Cocok juga buat handle restock mic clip-on. Setelah dicoba 1.2k view, bukan cuma cantik di tampilan.",5,positive
"sebagai ibu rumah tangga yang sering checkout, review santai: buat jualan kecil-kecilan aku pakai. Awalnya aku ragu buat jualan hijab, tapi fitur jadwal posting kepakai. ini salah satu update yang benar. Cocok juga buat handle flash-sale flashdisk metal. Setelah dicoba 5 menit, cukup aman buat dipakai pas campaign kecil. #livejualan",4,positive
"di Kediri, observasi pribadi: setelah update terakhir aku cek lagi. Aku cuma mau cek harga barang, tapi search barang suka nyasar. pengalaman pakainya turun jauh! Di live control room, jadwal posting lompat tanggal.",2,negative
"dibanding versi sebelumnya ini lebih stabil, dashboard seller lebih kebaca, fiturnya sederhana tapi kepakai!! Cocok juga buat handle ready-stock adapter hdmi.",5,positive
